name,path,sha,size,url,html_url,git_url,download_url,type,City,topic
WebscrapingTidyverse,WebscrapingTidyverse,f6adc80bde205532f9744dff78a57b8d797aa990,0,https://api.github.com/repos/rladies/meetup-presentations_ames/contents/WebscrapingTidyverse?ref=master,https://github.com/rladies-ames/WebscrapingTidyverse/tree/f6adc80bde205532f9744dff78a57b8d797aa990,https://api.github.com/repos/rladies-ames/WebscrapingTidyverse/git/trees/f6adc80bde205532f9744dff78a57b8d797aa990,NA,file,Ames,Web scrapping
git ladies,git ladies,ef4535617cae6b4ecea9de2f3520788e2e19d28a,0,https://api.github.com/repos/rladies/meetup-presentations_ames/contents/git-ladies?ref=master,https://github.com/rladies-ames/git-ladies/tree/ef4535617cae6b4ecea9de2f3520788e2e19d28a,https://api.github.com/repos/rladies-ames/git-ladies/git/trees/ef4535617cae6b4ecea9de2f3520788e2e19d28a,NA,file,Ames,git
magic tidying data,magic tidying data,6339454d192592036e0f49d54a3cf9b093c7e765,0,https://api.github.com/repos/rladies/meetup-presentations_ames/contents/magic-tidying-data?ref=master,https://github.com/rladies-ames/magic-tidying-data/tree/6339454d192592036e0f49d54a3cf9b093c7e765,https://api.github.com/repos/rladies-ames/magic-tidying-data/git/trees/6339454d192592036e0f49d54a3cf9b093c7e765,NA,file,Ames,tidyverse
 tidyverse  auckland, tidyverse  auckland,ffa577020fc491b8926b0e4027dfc6eab9733197,3148726,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2017-12_tidyverse-6-auckland.pdf?ref=master,https://github.com/rladies/meetup-presentations_auckland/blob/master/2017-12_tidyverse-6-auckland.pdf,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/blobs/ffa577020fc491b8926b0e4027dfc6eab9733197,https://raw.githubusercontent.com/rladies/meetup-presentations_auckland/master/2017-12_tidyverse-6-auckland.pdf,file,Auckland,tidyverse
 Dive into dplyr, Dive into dplyr,413bb3a624eee9976c57a72cebffedb2fc8c7f6e,0,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2018-03_Dive_into_dplyr?ref=master,https://github.com/rladies/meetup-presentations_auckland/tree/master/2018-03_Dive_into_dplyr,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/trees/413bb3a624eee9976c57a72cebffedb2fc8c7f6e,NA,dir,Auckland,dplyr
 creating maps, creating maps,6ac16e4a92856ca91b16f4e2ce59ec60635e1996,0,https://api.github.com/repos/rladies/meetup-presentations_auckland/contents/2018-09_creating_maps?ref=master,https://github.com/rladies/meetup-presentations_auckland/tree/master/2018-09_creating_maps,https://api.github.com/repos/rladies/meetup-presentations_auckland/git/trees/6ac16e4a92856ca91b16f4e2ce59ec60635e1996,NA,dir,Auckland,spatial
 tidyverse, tidyverse,956635bf6fc4ca2efc3131e6cdd3284473bd0b48,524,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/20190313_tidyverse.md?ref=master,https://github.com/rladies/meetup-presentations_baltimore/blob/master/20190313_tidyverse.md,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/blobs/956635bf6fc4ca2efc3131e6cdd3284473bd0b48,https://raw.githubusercontent.com/rladies/meetup-presentations_baltimore/master/20190313_tidyverse.md,file,Baltimore,tidyverse
 rmarkdown dataviz, rmarkdown dataviz,12764d759a05987ae56b2608ac3da4ebcd642ac1,4014,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/20190918_rmarkdown_dataviz.Rmd?ref=master,https://github.com/rladies/meetup-presentations_baltimore/blob/master/20190918_rmarkdown_dataviz.Rmd,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/blobs/12764d759a05987ae56b2608ac3da4ebcd642ac1,https://raw.githubusercontent.com/rladies/meetup-presentations_baltimore/master/20190918_rmarkdown_dataviz.Rmd,file,Baltimore,Data Vizualization
 rmarkdown slides, rmarkdown slides,b393bdfdcf12be32016ca0842d5d2e7f23fc9504,0,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/20190918_rmarkdown_slides?ref=master,https://github.com/rladies/meetup-presentations_baltimore/tree/master/20190918_rmarkdown_slides,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/trees/b393bdfdcf12be32016ca0842d5d2e7f23fc9504,NA,dir,Baltimore,rmarkdown
 shiny, shiny,d9b1da70008e63d388e68aae90687ca7ce17913b,751,https://api.github.com/repos/rladies/meetup-presentations_baltimore/contents/20200129_shiny.md?ref=master,https://github.com/rladies/meetup-presentations_baltimore/blob/master/20200129_shiny.md,https://api.github.com/repos/rladies/meetup-presentations_baltimore/git/blobs/d9b1da70008e63d388e68aae90687ca7ce17913b,https://raw.githubusercontent.com/rladies/meetup-presentations_baltimore/master/20200129_shiny.md,file,Baltimore,shiny
 rmarkdown, rmarkdown,fad8f1ae4bf7eb20e6a09b1098413d790d6d04d5,0,https://api.github.com/repos/rladies/meetup-presentations_barcelona/contents/20170115_rmarkdown?ref=master,https://github.com/rladies/meetup-presentations_barcelona/tree/master/20170115_rmarkdown,https://api.github.com/repos/rladies/meetup-presentations_barcelona/git/trees/fad8f1ae4bf7eb20e6a09b1098413d790d6d04d5,NA,dir,Barcelona,rmarkdown
 introtodplyrtidyr, introtodplyrtidyr,e8a927f8884afba4021d874d7bebb636a5be8610,0,https://api.github.com/repos/rladies/meetup-presentations_barcelona/contents/20170320_introtodplyrtidyr?ref=master,https://github.com/rladies/meetup-presentations_barcelona/tree/master/20170320_introtodplyrtidyr,https://api.github.com/repos/rladies/meetup-presentations_barcelona/git/trees/e8a927f8884afba4021d874d7bebb636a5be8610,NA,dir,Barcelona,dplyr
 ggplot, ggplot,a5a90699e3ea438b6fa505eff0842bb4a9b54284,0,https://api.github.com/repos/rladies/meetup-presentations_barcelona/contents/20170927_ggplot2?ref=master,https://github.com/rladies/meetup-presentations_barcelona/tree/master/20170927_ggplot2,https://api.github.com/repos/rladies/meetup-presentations_barcelona/git/trees/a5a90699e3ea438b6fa505eff0842bb4a9b54284,NA,dir,Barcelona,ggplot
 introR, introR,d7c19074da7697c7dd3ea548c4d574f8449f0b70,0,https://api.github.com/repos/rladies/meetup-presentations_barcelona/contents/20190328_introR?ref=master,https://github.com/rladies/meetup-presentations_barcelona/tree/master/20190328_introR,https://api.github.com/repos/rladies/meetup-presentations_barcelona/git/trees/d7c19074da7697c7dd3ea548c4d574f8449f0b70,NA,dir,Barcelona,Intro
auguri di buon natale e modelli di felice anno nuovo  con bellissimi disegni di carta tagliati a neve e inverno  ,auguri di buon natale e modelli di felice anno nuovo  con bellissimi disegni di carta tagliati a neve e inverno  ,706d3b3f984612aa4678f838ae91a24b568fc6a6,105239,https://api.github.com/repos/rladies/meetup-presentations_bari/contents/auguri-di-buon-natale-e-modelli-di-felice-anno-nuovo-2020-con-bellissimi-disegni-di-carta-tagliati-a-neve-e-inverno_38689-537.jpg?ref=master,https://github.com/rladies/meetup-presentations_bari/blob/master/auguri-di-buon-natale-e-modelli-di-felice-anno-nuovo-2020-con-bellissimi-disegni-di-carta-tagliati-a-neve-e-inverno_38689-537.jpg,https://api.github.com/repos/rladies/meetup-presentations_bari/git/blobs/706d3b3f984612aa4678f838ae91a24b568fc6a6,https://raw.githubusercontent.com/rladies/meetup-presentations_bari/master/auguri-di-buon-natale-e-modelli-di-felice-anno-nuovo-2020-con-bellissimi-disegni-di-carta-tagliati-a-neve-e-inverno_38689-537.jpg,file,Bari,Modelling
Curso Básico   Introdução ao R,Curso Básico   Introdução ao R,6d5701a0e07f02d8b5137457b753152ffc3337c8,0,https://api.github.com/repos/rladies/meetup-presentations_belohorizonte/contents/Curso%20B%C3%A1sico%20-%20Introdu%C3%A7%C3%A3o%20ao%20R?ref=master,https://github.com/rladies/meetup-presentations_belohorizonte/tree/master/Curso%20B%C3%A1sico%20-%20Introdu%C3%A7%C3%A3o%20ao%20R,https://api.github.com/repos/rladies/meetup-presentations_belohorizonte/git/trees/6d5701a0e07f02d8b5137457b753152ffc3337c8,NA,dir,Belohorizonte,Intro
 Hands on datavis ggplot, Hands on datavis ggplot,f73ad284b738c21c79496f08d0b495d086cee4e1,0,https://api.github.com/repos/rladies/meetup-presentations_berlin/contents/2017-01_Hands_on_datavis_ggplot2?ref=master,https://github.com/rladies/meetup-presentations_berlin/tree/master/2017-01_Hands_on_datavis_ggplot2,https://api.github.com/repos/rladies/meetup-presentations_berlin/git/trees/f73ad284b738c21c79496f08d0b495d086cee4e1,NA,dir,Berlin,Data Vizualization
 DRYprogramming dplyr, DRYprogramming dplyr,cbb0606f9717eb2972920170d2ddf470847842c9,0,https://api.github.com/repos/rladies/meetup-presentations_berlin/contents/2017-05_DRYprogramming_dplyr?ref=master,https://github.com/rladies/meetup-presentations_berlin/tree/master/2017-05_DRYprogramming_dplyr,https://api.github.com/repos/rladies/meetup-presentations_berlin/git/trees/cbb0606f9717eb2972920170d2ddf470847842c9,NA,dir,Berlin,dplyr
 R meets Journocode Rmarkdown, R meets Journocode Rmarkdown,db41d71447ab39ad5e8d56fe549576e84a0d7b7e,0,https://api.github.com/repos/rladies/meetup-presentations_berlin/contents/2017-06_R_meets_Journocode_Rmarkdown?ref=master,https://github.com/rladies/meetup-presentations_berlin/tree/master/2017-06_R_meets_Journocode_Rmarkdown,https://api.github.com/repos/rladies/meetup-presentations_berlin/git/trees/db41d71447ab39ad5e8d56fe549576e84a0d7b7e,NA,dir,Berlin,rmarkdown
 ShinyDashboards, ShinyDashboards,893594a53feaf36fe9f9792ca851d2bc56ae9c61,0,https://api.github.com/repos/rladies/meetup-presentations_berlin/contents/2017-11_ShinyDashboards?ref=master,https://github.com/rladies/meetup-presentations_berlin/tree/master/2017-11_ShinyDashboards,https://api.github.com/repos/rladies/meetup-presentations_berlin/git/trees/893594a53feaf36fe9f9792ca851d2bc56ae9c61,NA,dir,Berlin,shiny
 Rprojects and Github, Rprojects and Github,0bb058c05568c5d686f598ed7de5f5e7a6e29eb8,0,https://api.github.com/repos/rladies/meetup-presentations_berlin/contents/2018-02_Rprojects-and-Github?ref=master,https://github.com/rladies/meetup-presentations_berlin/tree/master/2018-02_Rprojects-and-Github,https://api.github.com/repos/rladies/meetup-presentations_berlin/git/trees/0bb058c05568c5d686f598ed7de5f5e7a6e29eb8,NA,dir,Berlin,git
 Dive dplyr, Dive dplyr,899b206b62745fee28054d243016c0fab4dd9491,0,https://api.github.com/repos/rladies/meetup-presentations_berlin/contents/2018-07_Dive-dplyr?ref=master,https://github.com/rladies/meetup-presentations_berlin/tree/master/2018-07_Dive-dplyr,https://api.github.com/repos/rladies/meetup-presentations_berlin/git/trees/899b206b62745fee28054d243016c0fab4dd9491,NA,dir,Berlin,dplyr
 Hands on training Rpackages, Hands on training Rpackages,f018dae31bfd74558d580eabad0f8ace4f9027be,0,https://api.github.com/repos/rladies/meetup-presentations_berlin/contents/2018-11_Hands_on_training_Rpackages?ref=master,https://github.com/rladies/meetup-presentations_berlin/tree/master/2018-11_Hands_on_training_Rpackages,https://api.github.com/repos/rladies/meetup-presentations_berlin/git/trees/f018dae31bfd74558d580eabad0f8ace4f9027be,NA,dir,Berlin,Package
 Hands on Textmining with Alison, Hands on Textmining with Alison,d6125735ff2fb02eebc8f8b24384c9d32102cd9b,0,https://api.github.com/repos/rladies/meetup-presentations_berlin/contents/2019-03_Hands-on_Textmining_with_Alison?ref=master,https://github.com/rladies/meetup-presentations_berlin/tree/master/2019-03_Hands-on_Textmining_with_Alison,https://api.github.com/repos/rladies/meetup-presentations_berlin/git/trees/d6125735ff2fb02eebc8f8b24384c9d32102cd9b,NA,dir,Berlin,data mining
 Hands on blogdown How to create your first blog, Hands on blogdown How to create your first blog,95187c13e4fa369e0ff0f267e00a0854f6e03e70,0,https://api.github.com/repos/rladies/meetup-presentations_berlin/contents/2019-05_Hands-on_blogdown_How_to_create_your_first_blog?ref=master,https://github.com/rladies/meetup-presentations_berlin/tree/master/2019-05_Hands-on_blogdown_How_to_create_your_first_blog,https://api.github.com/repos/rladies/meetup-presentations_berlin/git/trees/95187c13e4fa369e0ff0f267e00a0854f6e03e70,NA,dir,Berlin,blogdown
Installing R and RStudio,Installing R and RStudio,4583725caa888bf9678a67940d8c9d5f287febbb,106220,https://api.github.com/repos/rladies/meetup-presentations_berlin/contents/Installing_R_and_RStudio.pdf?ref=master,https://github.com/rladies/meetup-presentations_berlin/blob/master/Installing_R_and_RStudio.pdf,https://api.github.com/repos/rladies/meetup-presentations_berlin/git/blobs/4583725caa888bf9678a67940d8c9d5f287febbb,https://raw.githubusercontent.com/rladies/meetup-presentations_berlin/master/Installing_R_and_RStudio.pdf,file,Berlin,RStudio
Boston  tidyeval ppt,Boston  tidyeval ppt,62ad3a7087acaeb2a5b53ac33b142fcf8408b29c,409106,https://api.github.com/repos/rladies/meetup-presentations_boston/contents/Boston_20170817_tidyeval_ppt.pdf?ref=master,https://github.com/rladies/meetup-presentations_boston/blob/master/Boston_20170817_tidyeval_ppt.pdf,https://api.github.com/repos/rladies/meetup-presentations_boston/git/blobs/62ad3a7087acaeb2a5b53ac33b142fcf8408b29c,https://raw.githubusercontent.com/rladies/meetup-presentations_boston/master/Boston_20170817_tidyeval_ppt.pdf,file,Boston,tidyverse
git and github ,git and github ,9c43fa0578c001385f349b57167a70d80c03d90e,705797,https://api.github.com/repos/rladies/meetup-presentations_boston/contents/git_and_github_20181023.pdf?ref=master,https://github.com/rladies/meetup-presentations_boston/blob/master/git_and_github_20181023.pdf,https://api.github.com/repos/rladies/meetup-presentations_boston/git/blobs/9c43fa0578c001385f349b57167a70d80c03d90e,https://raw.githubusercontent.com/rladies/meetup-presentations_boston/master/git_and_github_20181023.pdf,file,Boston,git
tidyr ggplot short,tidyr ggplot short,4da7ce74a1b5f6ea831b9daff2d4219d72ec2ccd,469498,https://api.github.com/repos/rladies/meetup-presentations_boston/contents/tidyr_ggplot2_short.pdf?ref=master,https://github.com/rladies/meetup-presentations_boston/blob/master/tidyr_ggplot2_short.pdf,https://api.github.com/repos/rladies/meetup-presentations_boston/git/blobs/4da7ce74a1b5f6ea831b9daff2d4219d72ec2ccd,https://raw.githubusercontent.com/rladies/meetup-presentations_boston/master/tidyr_ggplot2_short.pdf,file,Boston,tidyverse
 Building Shiny apps Dec, Building Shiny apps Dec,925419e60abf99630ba617a1980050c4965999e8,0,https://api.github.com/repos/rladies/meetup-presentations_brussels/contents/01_Building_Shiny_apps_Dec17?ref=master,https://github.com/rladies/meetup-presentations_brussels/tree/master/01_Building_Shiny_apps_Dec17,https://api.github.com/repos/rladies/meetup-presentations_brussels/git/trees/925419e60abf99630ba617a1980050c4965999e8,NA,dir,Brussels,shiny
 API Webscraping Workshop Sep, API Webscraping Workshop Sep,185bbccd4f9477403631c23b2fc58db7446d8257,0,https://api.github.com/repos/rladies/meetup-presentations_brussels/contents/06_API_Webscraping_Workshop_Sep18?ref=master,https://github.com/rladies/meetup-presentations_brussels/tree/master/06_API_Webscraping_Workshop_Sep18,https://api.github.com/repos/rladies/meetup-presentations_brussels/git/trees/185bbccd4f9477403631c23b2fc58db7446d8257,NA,dir,Brussels,Web scrapping
    Cuarto evento   Intro a Shiny,    Cuarto evento   Intro a Shiny,b610ab2e2039a5ff6d2e52d551da76e94517b48c,0,https://api.github.com/repos/rladies/meetup-presentations_buenosaires/contents/2017-08-05%20-%20Cuarto%20evento%20-%20Intro%20a%20Shiny?ref=master,https://github.com/rladies/meetup-presentations_buenosaires/tree/master/2017-08-05%20-%20Cuarto%20evento%20-%20Intro%20a%20Shiny,https://api.github.com/repos/rladies/meetup-presentations_buenosaires/git/trees/b610ab2e2039a5ff6d2e52d551da76e94517b48c,NA,dir,Buenosaires,shiny
    Quinto evento   Taller de Shiny,    Quinto evento   Taller de Shiny,225b0656565451b8a2c66df36b947536d4bba321,0,https://api.github.com/repos/rladies/meetup-presentations_buenosaires/contents/2017-09-30%20-%20Quinto%20evento%20-%20Taller%20de%20Shiny?ref=master,https://github.com/rladies/meetup-presentations_buenosaires/tree/master/2017-09-30%20-%20Quinto%20evento%20-%20Taller%20de%20Shiny,https://api.github.com/repos/rladies/meetup-presentations_buenosaires/git/trees/225b0656565451b8a2c66df36b947536d4bba321,NA,dir,Buenosaires,shiny
  webscrapping y datos meteorologicos,  webscrapping y datos meteorologicos,e4b6f1c6a00307d1764c32bc7c80bd39461a3f1e,0,https://api.github.com/repos/rladies/meetup-presentations_buenosaires/contents/2019-06-15-webscrapping-y-datos-meteorologicos?ref=master,https://github.com/rladies/meetup-presentations_buenosaires/tree/master/2019-06-15-webscrapping-y-datos-meteorologicos,https://api.github.com/repos/rladies/meetup-presentations_buenosaires/git/trees/e4b6f1c6a00307d1764c32bc7c80bd39461a3f1e,NA,dir,Buenosaires,Web scrapping
  Git Rstudio,  Git Rstudio,d93d9a9c715f7de0c7e7c5741f0fd6e769fb9c64,0,https://api.github.com/repos/rladies/meetup-presentations_buenosaires/contents/2019-09-14-Git_Rstudio?ref=master,https://github.com/rladies/meetup-presentations_buenosaires/tree/master/2019-09-14-Git_Rstudio,https://api.github.com/repos/rladies/meetup-presentations_buenosaires/git/trees/d93d9a9c715f7de0c7e7c5741f0fd6e769fb9c64,NA,dir,Buenosaires,git
  MapsWithggmap,  MapsWithggmap,304aad97bd38421a6c1a4510d6feeb7f3260a5ee,0,https://api.github.com/repos/rladies/meetup-presentations_capetown/contents/2018-07-26_MapsWithggmap?ref=master,https://github.com/rladies/meetup-presentations_capetown/tree/master/2018-07-26_MapsWithggmap,https://api.github.com/repos/rladies/meetup-presentations_capetown/git/trees/304aad97bd38421a6c1a4510d6feeb7f3260a5ee,NA,dir,Capetown,spatial
  Manipulating data wth dplyr,  Manipulating data wth dplyr,7705a9cd1a781803d5f9b7b43ff173b766cdb10a,16398,https://api.github.com/repos/rladies/meetup-presentations_charlottesville/contents/2017-12-05%20Manipulating%20data%20wth%20dplyr.Rmd?ref=master,https://github.com/rladies/meetup-presentations_charlottesville/blob/master/2017-12-05%20Manipulating%20data%20wth%20dplyr.Rmd,https://api.github.com/repos/rladies/meetup-presentations_charlottesville/git/blobs/7705a9cd1a781803d5f9b7b43ff173b766cdb10a,https://raw.githubusercontent.com/rladies/meetup-presentations_charlottesville/master/2017-12-05%20Manipulating%20data%20wth%20dplyr.Rmd,file,Charlottesville,dplyr
  Git and Github with R,  Git and Github with R,b16d8be6d8a9a5cf1e99052c76c2de65308bf939,10872537,https://api.github.com/repos/rladies/meetup-presentations_charlottesville/contents/2018-05-01%20Git%20and%20Github%20with%20R.pptx?ref=master,https://github.com/rladies/meetup-presentations_charlottesville/blob/master/2018-05-01%20Git%20and%20Github%20with%20R.pptx,https://api.github.com/repos/rladies/meetup-presentations_charlottesville/git/blobs/b16d8be6d8a9a5cf1e99052c76c2de65308bf939,https://raw.githubusercontent.com/rladies/meetup-presentations_charlottesville/master/2018-05-01%20Git%20and%20Github%20with%20R.pptx,file,Charlottesville,git
  R Tutorial RMarkdown Tidyverse (),  R Tutorial RMarkdown Tidyverse (),247e69b5ebe1ac424ad5749c5d9a2b4ae86fe9d8,4364289,https://api.github.com/repos/rladies/meetup-presentations_charlottesville/contents/2019-08-27-R_Tutorial_RMarkdown_Tidyverse%20(3).pptx?ref=master,https://github.com/rladies/meetup-presentations_charlottesville/blob/master/2019-08-27-R_Tutorial_RMarkdown_Tidyverse%20(3).pptx,https://api.github.com/repos/rladies/meetup-presentations_charlottesville/git/blobs/247e69b5ebe1ac424ad5749c5d9a2b4ae86fe9d8,https://raw.githubusercontent.com/rladies/meetup-presentations_charlottesville/master/2019-08-27-R_Tutorial_RMarkdown_Tidyverse%20(3).pptx,file,Charlottesville,tidyverse
  IntroTidyverse,  IntroTidyverse,f6f35ca41cf323d25c1b83590cc08cd8c916939e,20039,https://api.github.com/repos/rladies/meetup-presentations_charlottesville/contents/2019-08-27_IntroTidyverse.R?ref=master,https://github.com/rladies/meetup-presentations_charlottesville/blob/master/2019-08-27_IntroTidyverse.R,https://api.github.com/repos/rladies/meetup-presentations_charlottesville/git/blobs/f6f35ca41cf323d25c1b83590cc08cd8c916939e,https://raw.githubusercontent.com/rladies/meetup-presentations_charlottesville/master/2019-08-27_IntroTidyverse.R,file,Charlottesville,tidyverse
 rstudioconf, rstudioconf,3c4e6d3a4ed50fb07ec49c7f2e8aa53e8c666559,0,https://api.github.com/repos/rladies/meetup-presentations_columbus/contents/20190222_rstudioconf2019?ref=master,https://github.com/rladies/meetup-presentations_columbus/tree/master/20190222_rstudioconf2019,https://api.github.com/repos/rladies/meetup-presentations_columbus/git/trees/3c4e6d3a4ed50fb07ec49c7f2e8aa53e8c666559,NA,dir,Columbus,RStudio
 ggplotVol, ggplotVol,f3c11044d0763c9ea61f97f4318e207f06ec35e4,0,https://api.github.com/repos/rladies/meetup-presentations_columbus/contents/20190314_ggplot2Vol2?ref=master,https://github.com/rladies/meetup-presentations_columbus/tree/master/20190314_ggplot2Vol2,https://api.github.com/repos/rladies/meetup-presentations_columbus/git/trees/f3c11044d0763c9ea61f97f4318e207f06ec35e4,NA,dir,Columbus,ggplot
R Ladies taller introduccion,R Ladies taller introduccion,dde13cad48a895718184a60f85b7ef4a55ed337a,1041841,https://api.github.com/repos/rladies/meetup-presentations_cordoba/contents/R-Ladies_taller_introduccion.pdf?ref=master,https://github.com/rladies/meetup-presentations_cordoba/blob/master/R-Ladies_taller_introduccion.pdf,https://api.github.com/repos/rladies/meetup-presentations_cordoba/git/blobs/dde13cad48a895718184a60f85b7ef4a55ed337a,https://raw.githubusercontent.com/rladies/meetup-presentations_cordoba/master/R-Ladies_taller_introduccion.pdf,file,Cordoba,Intro
taller intro R,taller intro R,93cd1ee6444b34a1d00d2ac800a66d306d7f5715,2539,https://api.github.com/repos/rladies/meetup-presentations_cordoba/contents/taller%20intro%20R.R?ref=master,https://github.com/rladies/meetup-presentations_cordoba/blob/master/taller%20intro%20R.R,https://api.github.com/repos/rladies/meetup-presentations_cordoba/git/blobs/93cd1ee6444b34a1d00d2ac800a66d306d7f5715,https://raw.githubusercontent.com/rladies/meetup-presentations_cordoba/master/taller%20intro%20R.R,file,Cordoba,Intro
visualizacion de datos con ggplot,visualizacion de datos con ggplot,07ffdde674991f4b1642d9df0d95d2608d93ac9e,0,https://api.github.com/repos/rladies/meetup-presentations_cordoba/contents/visualizacion%20de%20datos%20con%20ggplot2?ref=master,https://github.com/rladies/meetup-presentations_cordoba/tree/master/visualizacion%20de%20datos%20con%20ggplot2,https://api.github.com/repos/rladies/meetup-presentations_cordoba/git/trees/07ffdde674991f4b1642d9df0d95d2608d93ac9e,NA,dir,Cordoba,Data Vizualization
GitHub Workshop ,GitHub Workshop ,d1467a64e17338e03d83a319f396815f55d36c4a,0,https://api.github.com/repos/rladies/meetup-presentations_dc/contents/GitHub-Workshop-2018?ref=master,https://github.com/rladies/meetup-presentations_dc/tree/master/GitHub-Workshop-2018,https://api.github.com/repos/rladies/meetup-presentations_dc/git/trees/d1467a64e17338e03d83a319f396815f55d36c4a,NA,dir,DC,git
RiseAndShiny,RiseAndShiny,2385ee431674bfc2d1493a1b58550ed32b1d58b3,0,https://api.github.com/repos/rladies/meetup-presentations_dc/contents/RiseAndShiny?ref=master,https://github.com/rladies/meetup-presentations_dc/tree/master/RiseAndShiny,https://api.github.com/repos/rladies/meetup-presentations_dc/git/trees/2385ee431674bfc2d1493a1b58550ed32b1d58b3,NA,dir,DC,shiny
  meetup introduction tidyverse,  meetup introduction tidyverse,8a983e3ec424df7d7f1138e3d0f1831363eedf1d,0,https://api.github.com/repos/rladies/meetup-presentations_frankfurt/contents/2019-05-23_meetup02_introduction-tidyverse?ref=master,https://github.com/rladies/meetup-presentations_frankfurt/tree/master/2019-05-23_meetup02_introduction-tidyverse,https://api.github.com/repos/rladies/meetup-presentations_frankfurt/git/trees/8a983e3ec424df7d7f1138e3d0f1831363eedf1d,NA,dir,Frankfurt,tidyverse
